t_original,x_original,t_noNaN,x_noNaN,t_noOutliers,x_noOutliers,t_minmax,x_minmax,t_zscore,x_zscore
8.7,0.75494305758604,8.7,0.75494305758604,8.7,0.75494305758604,0.0870870870870871,0.72000858674387,-1.42822798069327,1.00263298886151
8.8,0.617628726509575,8.8,0.617628726509575,8.8,0.617628726509575,0.0880880880880881,0.673698883885249,-1.42476560983098,0.817284539460868
8.9,0.443216164591899,8.9,0.443216164591899,8.9,0.443216164591899,0.0890890890890891,0.61487768252994,-1.42130323896869,0.581860475169776
9,0.536114885239537,9,0.536114885239537,9,0.536114885239537,0.0900900900900901,0.646208076928049,-1.41784086810641,0.707256227298184
9.1,0.269732424846691,9.1,0.269732424846691,9.1,0.269732424846691,0.0910910910910911,0.556369729460358,-1.41437849724412,0.347690145635181
9.2,0.221446687499401,9.2,0.221446687499401,9.2,0.221446687499401,0.0920920920920921,0.540085208162889,-1.41091612638183,0.28251350693093
9.3,0.0852179978390943,9.3,0.0852179978390943,9.3,0.0852179978390943,0.0930930930930931,0.494141641387802,-1.40745375551955,0.0986304686895833
9.4,-0.173003925134094,9.4,-0.173003925134094,9.4,-0.173003925134094,0.0940940940940941,0.407055461593422,-1.40399138465726,-0.249920426538385
9.5,-0.0598350804844472,9.5,-0.0598350804844472,9.5,-0.0598350804844472,0.0950950950950951,0.445222020957573,-1.40052901379497,-0.0971638299629463
9.6,-0.390868027151179,9.6,-0.390868027151179,9.6,-0.390868027151179,0.0960960960960961,0.333580087618414,-1.39706664293269,-0.543995874981145
9.7,-0.13982873294004,9.7,-0.13982873294004,9.7,-0.13982873294004,0.0970970970970971,0.418243902601293,-1.3936042720704,-0.205140173934511
9.8,-0.334263980254986,9.8,-0.334263980254986,9.8,-0.334263980254986,0.0980980980980981,0.352669985750739,-1.39014190120811,-0.467591087223281
9.9,-0.59025905614749,9.9,-0.59025905614749,9.9,-0.59025905614749,0.0990990990990991,0.266334817346137,-1.38667953034583,-0.813136158876815
10,-0.580195956937614,10,-0.580195956937614,10,-0.580195956937614,0.1001001001001,0.269728630144793,-1.38321715948354,-0.799552872849105
10.1,-0.329603209732619,10.1,-0.329603209732619,10.1,-0.329603209732619,0.101101101101101,0.354241845703673,-1.37975478862125,-0.461299926041774
10.2,-0.630818526962088,10.2,-0.630818526962088,10.2,-0.630818526962088,0.102102102102102,0.252656004458931,-1.37629241775897,-0.867883794939725
10.3,-0.912879913204653,10.3,-0.912879913204653,10.3,-0.912879913204653,0.103103103103103,0.157529888471008,-1.37283004689668,-1.24861346944647
10.4,-0.586274350659529,10.4,-0.586274350659529,10.4,-0.586274350659529,0.104104104104104,0.267678672176729,-1.36936767603439,-0.807757557985547
10.5,-1.04176505664558,10.5,-1.04176505664558,10.5,-1.04176505664558,0.105105105105105,0.114062956441049,-1.36590530517211,-1.4225841052882
10.6,-1.01620199170334,10.6,-1.01620199170334,10.6,-1.01620199170334,0.106106106106106,0.122684182880782,-1.36244293430982,-1.38807878882321
10.7,-0.882652382254886,10.7,-0.882652382254886,10.7,-0.882652382254886,0.107107107107107,0.167724221178014,-1.35898056344753,-1.20781200359197
10.8,-0.508832006070418,10.8,-0.508832006070418,10.8,-0.508832006070418,0.108108108108108,0.29379635369243,-1.35551819258525,-0.703224998455773
10.9,-1.22292025405441,10.9,-1.22292025405441,10.9,-1.22292025405441,0.109109109109109,0.0529677794298022,-1.35205582172296,-1.66710945582787
11,-1.00817276353159,11,-1.00817276353159,11,-1.00817276353159,0.11011011011011,0.125392066084981,-1.34859345086067,-1.37724084510786
11.1,-0.790145158551754,11.1,-0.790145158551754,11.1,-0.790145158551754,0.111111111111111,0.198922581963695,-1.34513107999839,-1.08294469850213
11.2,-1.00979411385687,11.2,-1.00979411385687,11.2,-1.00979411385687,0.112112112112112,0.124845260436912,-1.3416687091361,-1.3794293622595
11.3,-0.65883078897329,11.3,-0.65883078897329,11.3,-0.65883078897329,0.113113113113113,0.243208778375775,-1.33820633827381,-0.905695065528004
11.4,-0.884473211601265,11.4,-0.884473211601265,11.4,-0.884473211601265,0.114114114114114,0.167110140584051,-1.33474396741153,-1.21026977980025
11.5,-1.04160841705011,11.5,-1.04160841705011,11.5,-1.04160841705011,0.115115115115115,0.114115783651909,-1.33128159654924,-1.42237267137663
11.6,-1.17710601177977,11.6,-1.17710601177977,11.6,-1.17710601177977,0.116116116116116,0.0684187810098918,-1.32781922568695,-1.60526886934647
11.7,-1.27182344075871,11.7,-1.27182344075871,11.7,-1.27182344075871,0.117117117117117,0.0364750213370237,-1.32435685482466,-1.73311953471282
11.8,-0.718419008900285,11.8,-0.718419008900285,11.8,-0.718419008900285,0.118118118118118,0.223112458224337,-1.32089448396238,-0.986127924060901
11.9,-0.699214702072927,11.9,-0.699214702072927,11.9,-0.699214702072927,0.119119119119119,0.229589172896496,-1.31743211310009,-0.96020573178599
12,-0.643277119276714,12,-0.643277119276714,12,-0.643277119276714,0.12012012012012,0.248454303852708,-1.3139697422378,-0.884700544867631
12.1,-0.623792674759355,12.1,-0.623792674759355,12.1,-0.623792674759355,0.121121121121121,0.255025495868068,-1.31050737137552,-0.85840021954533
12.2,-0.11107399185482,12.2,-0.11107399185482,12.2,-0.11107399185482,0.122122122122122,0.427941532156737,-1.30704500051323,-0.166326696628239
12.3,0.0304094139687274,12.3,0.0304094139687274,12.3,0.0304094139687274,0.123123123123123,0.475657268975682,-1.30358262965094,0.0246492173913459
12.4,-0.328275759768545,12.4,-0.328275759768545,12.4,-0.328275759768545,0.124124124124124,0.354689532503107,-1.30012025878866,-0.459508118948011
12.5,0.12577546975598,12.5,0.12577546975598,12.5,0.12577546975598,0.125125125125125,0.507819780140281,-1.29665788792637,0.153375406617574
12.6,0.356400314227625,12.6,0.356400314227625,12.6,0.356400314227625,0.126126126126126,0.585598755834742,-1.29319551706408,0.464675450691482
12.7,0.0277896512985371,12.7,0.0277896512985371,12.7,0.0277896512985371,0.127127127127127,0.474773745530856,-1.2897331462018,0.0211130318751593
12.8,0.2130337301951,12.8,0.2130337301951,12.8,0.2130337301951,0.128128128128128,0.537247911066001,-1.28627077533951,0.271157601258144
12.9,0.358115345152191,12.9,0.358115345152191,12.9,0.358115345152191,0.129129129129129,0.586177155568312,-1.28280840447722,0.466990418983943
13,0.420599924384299,13,0.420599924384299,13,0.420599924384299,0.13013013013013,0.607250282275484,-1.27934603361494,0.551332816323906
13.1,0.561768693315574,13.1,0.561768693315574,13.1,0.561768693315574,0.131131131131131,0.654859906783534,-1.27588366275265,0.7418840298796
13.2,1.02562374242981,13.2,1.02562374242981,13.2,1.02562374242981,0.132132132132132,0.811296524327768,-1.27242129189036,1.36800086288595
13.3,0.757005823991509,13.3,0.757005823991509,13.3,0.757005823991509,0.133133133133133,0.720704261394543,-1.26895892102808,1.0054173344701
13.4,0.753771864673256,13.4,0.753771864673256,13.4,0.753771864673256,0.134134134134134,0.719613598141035,-1.26549655016579,1.00105209931683
13.5,0.814976576842343,13.5,0.814976576842343,13.5,0.814976576842343,0.135135135135135,0.740255085536254,-1.2620341793035,1.08366691750529
13.6,0.700635099889992,13.6,0.700635099889992,13.6,0.700635099889992,0.136136136136136,0.701693052130356,-1.25857180844122,0.929327488480247
13.7,1.23795957255026,13.7,1.23795957255026,13.7,1.23795957255026,0.137137137137137,0.882907470701898,-1.25510943757893,1.65461418690313
13.8,0.916486074500003,13.8,0.916486074500003,13.8,0.916486074500003,0.138138138138138,0.77448949236766,-1.25164706671664,1.22068559460031
13.9,0.838687669220957,13.9,0.838687669220957,13.9,0.838687669220957,0.139139139139139,0.748251728231148,-1.24818469585436,1.11567242029235
14,1.13407623266271,14,1.13407623266271,14,1.13407623266271,0.14014014014014,0.84787247789059,-1.24472232499207,1.51439127050561
14.1,1.08086904949429,14.1,1.08086904949429,14.1,1.08086904949429,0.141141141141141,0.829928183051464,-1.24125995412978,1.44257160813002
14.2,1.12893139339893,14.2,1.12893139339893,14.2,1.12893139339893,0.142142142142142,0.846137364186923,-1.2377975832675,1.50744670781881
14.3,1.28605214693156,14.3,1.28605214693156,14.3,1.28605214693156,0.143143143143143,0.899126847163514,-1.23433521240521,1.71953009203393
14.4,0.725632319300422,14.4,0.725632319300422,14.4,0.725632319300422,0.144144144144144,0.710123445331952,-1.23087284154292,0.96306902019605
14.5,1.02605648775695,14.5,1.02605648775695,14.5,1.02605648775695,0.145145145145145,0.811442469090824,-1.22741047068064,1.36858498746159
14.6,1.17944282544428,14.6,1.17944282544428,14.6,1.17944282544428,0.146146146146146,0.863172508229395,-1.22394809981835,1.57562761459829
14.7,0.816108581079804,14.7,0.816108581079804,14.7,0.816108581079804,0.147147147147147,0.740636857631421,-1.22048572895606,1.08519490972929
14.8,0.639103794438768,14.8,0.639103794438768,14.8,0.639103794438768,0.148148148148148,0.680941420093038,-1.21702335809378,0.846271830956558
14.9,0.445728130958841,14.9,0.445728130958841,14.9,0.445728130958841,0.149149149149149,0.615724851322389,-1.21356098723149,0.585251156007015
15,0.611932011125758,15,0.611932011125758,15,0.611932011125758,0.15015015015015,0.671777648172804,-1.2100986163692,0.80959504809613
15.1,0.282032943074951,15.1,0.282032943074951,15.1,0.282032943074951,0.151151151151151,0.560518119069019,-1.20663624550692,0.364293525359346
15.2,0.525773823560339,15.2,0.525773823560339,15.2,0.525773823560339,0.152152152152152,0.642720520386411,-1.20317387464463,0.693297744360752
15.3,0.622775270320248,15.3,0.622775270320248,15.3,0.622775270320248,0.153153153153153,0.675434572452879,-1.19971150378234,0.824231402964499
15.4,0.127350596787921,15.4,0.127350596787921,15.4,0.127350596787921,0.154154154154154,0.508350996832974,-1.19624913292006,0.155501531040936
15.5,-0.0326713077868139,15.5,-0.0326713077868139,15.5,-0.0326713077868139,0.155155155155155,0.454383091271829,-1.19278676205777,-0.0604978599224699
15.6,0.0586220705333565,15.6,0.0586220705333565,15.6,0.0586220705333565,0.156156156156156,0.485172078770974,-1.18932439119548,0.0627309828322365
15.7,-0.181962278430537,15.7,-0.181962278430537,15.7,-0.181962278430537,0.157157157157157,0.404034227931877,-1.1858620203332,-0.262012513938601
15.8,0.0385466719382185,15.8,0.0385466719382185,15.8,0.0385466719382185,0.158158158158158,0.478401585579032,-1.18239964947091,0.0356329809591725
15.9,0.0732780336442952,15.9,0.0732780336442952,15.9,0.0732780336442952,0.159159159159159,0.490114849794608,-1.17893727860862,0.0825137689099165
16,-0.466964322019745,16,-0.466964322019745,16,-0.466964322019745,0.16016016016016,0.307916365730253,-1.17547490774634,-0.646711521253844
16.1,-0.0864946710037836,16.1,-0.0864946710037836,16.1,-0.0864946710037836,0.161161161161161,0.436230987715781,-1.17201253688405,-0.133149249151737
16.2,-0.684867422893383,16.2,-0.684867422893383,16.2,-0.684867422893383,0.162162162162162,0.234427839264571,-1.16855016602176,-0.940839610797746
16.3,-0.514472850456112,16.3,-0.514472850456112,16.3,-0.514472850456112,0.163163163163163,0.291893960655044,-1.16508779515948,-0.710839074510344
16.4,-0.55513480157684,16.4,-0.55513480157684,16.4,-0.55513480157684,0.164164164164164,0.278180585952704,-1.16162542429719,-0.765725039658692
16.5,-0.717959082141964,16.5,-0.717959082141964,16.5,-0.717959082141964,0.165165165165165,0.223267570013089,-1.1581630534349,-0.985507109679587
16.6,-0.853393108911346,16.6,-0.853393108911346,16.6,-0.853393108911346,0.166166166166166,0.177592005871543,-1.15470068257262,-1.16831750289201
16.7,-1.01863657624924,16.7,-1.01863657624924,16.7,-1.01863657624924,0.167167167167167,0.121863111358088,-1.15123831171033,-1.39136501879629
16.8,-0.803294582798703,16.8,-0.803294582798703,16.8,-0.803294582798703,0.168168168168168,0.194487896050984,-1.14777594084804,-1.10069394124742
16.9,-0.602536844798771,16.9,-0.602536844798771,16.9,-0.602536844798771,0.169169169169169,0.262194093360925,-1.14431356998576,-0.829708857958868
17,-0.885872102450634,17,-0.885872102450634,17,-0.885872102450634,0.17017017017017,0.166638360114685,-1.14085119912347,-1.21215801861537
17.1,-0.944461812239968,17.1,-0.944461812239968,17.1,-0.944461812239968,0.171171171171171,0.146878790740925,-1.13738882826118,-1.29124307678194
17.2,-0.602926547592876,17.2,-0.602926547592876,17.2,-0.602926547592876,0.172172172172172,0.26206266483153,-1.1339264573989,-0.830234883232766
17.3,-0.812737712517275,17.3,-0.812737712517275,17.3,-0.812737712517275,0.173173173173173,0.191303169971089,-1.13046408653661,-1.11344038538843
17.4,-0.97768732658442,17.4,-0.97768732658442,17.4,-0.97768732658442,0.174174174174174,0.13567337842486,-1.12700171567432,-1.33609125479807
17.5,-1.00558049606811,17.5,-1.00558049606811,17.5,-1.00558049606811,0.175175175175175,0.126266316682298,-1.12353934481204,-1.37374177293512
17.6,-0.92697497524008,17.6,-0.92697497524008,17.6,-0.92697497524008,0.176176176176176,0.152776283151612,-1.12007697394975,-1.26763914485844
17.7,-1.10155709609978,17.7,-1.10155709609978,17.7,-1.10155709609978,0.177177177177177,0.0938978974939758,-1.11661460308746,-1.50329208174236
17.8,-1.33159988374791,17.8,-1.33159988374791,17.8,-1.33159988374791,0.178178178178178,0.01631522234828,-1.11315223222518,-1.81380645888074
17.9,-0.743219670700171,17.9,-0.743219670700171,17.9,-0.743219670700171,0.179179179179179,0.214748354713464,-1.10968986136289,-1.01960414007333
18,-1.03699789063319,18,-1.03699789063319,18,-1.03699789063319,0.18018018018018,0.115670698617563,-1.1062274905006,-1.41614933026141
18.1,-0.5136295468934,18.1,-0.5136295468934,18.1,-0.5136295468934,0.181181181181181,0.292178367512672,-1.10276511963832,-0.709700773748163
18.2,-0.621531705785508,18.2,-0.621531705785508,18.2,-0.621531705785508,0.182182182182182,0.255788014976821,-1.09930274877603,-0.855348337850533
18.3,-0.566811473837379,18.3,-0.566811473837379,18.3,-0.566811473837379,0.183183183183183,0.274242590417031,-1.09584037791374,-0.7814863449841
18.4,-0.567314409768777,18.4,-0.567314409768777,18.4,-0.567314409768777,0.184184184184184,0.27407297364537,-1.09237800705146,-0.782165213637514
18.5,-0.619432913600747,18.5,-0.619432913600747,18.5,-0.619432913600747,0.185185185185185,0.256495839438232,-1.08891563618917,-0.852515364234379
18.6,-0.0752947915246328,18.6,-0.0752947915246328,18.6,-0.0752947915246328,0.186186186186186,0.4400081833418,-1.08545326532688,-0.118031524157842
18.7,0.0516507288417599,18.7,0.0516507288417599,18.7,0.0516507288417599,0.187187187187187,0.482820971208254,-1.0819908944646,0.0533209863471652
18.8,0.0683894892896549,18.8,0.0683894892896549,18.8,0.0683894892896549,0.188188188188188,0.488466172379077,-1.07852852360231,0.0759151560131005
18.9,-0.0228011154677233,18.9,-0.0228011154677233,18.9,-0.0228011154677233,0.189189189189189,0.457711845596824,-1.07506615274002,-0.0471749618149825
19,0.0120609713945093,19,0.0120609713945093,19,0.0120609713945093,0.19019019019019,0.469469197294677,-1.07160378187774,-0.00011771955825894
19.1,0.261101906093807,19.1,0.261101906093807,19.1,0.261101906093807,0.191191191191191,0.553459059060346,-1.06814141101545,0.336040573039009
19.2,0.478307972123489,19.2,0.478307972123489,19.2,0.478307972123489,0.192192192192192,0.626712508267502,-1.06467904015316,0.629227797004697
19.3,NaN,19.3,0.41518339236651,19.3,0.41518339236651,0.193193193193193,0.605423539310627,-1.06121666929088,0.544021519660581
19.4,0.352058812609532,19.4,0.352058812609532,19.4,0.352058812609532,0.194194194194194,0.584134570353751,-1.05775429842859,0.458815242316466
19.5,0.590670549156381,19.5,0.590670549156381,19.5,0.590670549156381,0.195195195195195,0.664607151266742,-1.0542919275663,0.780896084359997
